"code_module","code_presentation","id_student","id_site","date","sum_click"
"DDD","2013B","2502707","547274","59","1"
"FFF","2014J","685212","883047","112","2"
"FFF","2014B","633328","779089","181","1"
"DDD","2013J","346333","673537","-1","1"
"DDD","2013J","543788","674056","79","1"
"GGG","2014B","606175","798736","100","1"
"FFF","2014J","674584","882658","77","1"
"BBB","2013B","550381","542807","93","4"
"FFF","2013B","147168","526738","25","1"
"BBB","2013J","583970","703901","157","6"
"DDD","2014J","684480","813701","198","3"
"EEE","2013J","573377","551045","50","1"
"BBB","2013B","1858523","542811","10","4"
"DDD","2013J","575798","674306","233","2"
"FFF","2014J","681655","882919","18","1"
"BBB","2013J","612757","703721","201","1"
"BBB","2014J","563820","913473","227","1"
"GGG","2014B","633923","798620","85","1"
"CCC","2014J","601234","909332","213","1"
"BBB","2013J","590325","703737","54","3"
"DDD","2013J","598052","673519","96","1"
"FFF","2013J","289221","716432","67","1"
"FFF","2013J","2472132","716767","95","1"
"FFF","2013J","573467","716431","44","1"
"FFF","2013J","272623","716671","-5","2"
"FFF","2014J","680506","882683","239","54"
"EEE","2014B","631509","790866","130","2"
"DDD","2014J","691834","813701","6","4"
"DDD","2013J","591210","674040","173","1"
"EEE","2013J","2474995","551035","175","2"
"EEE","2014J","2639115","832670","88","2"
"FFF","2013B","550470","527204","156","8"
"BBB","2013B","535820","543189","3","1"
"FFF","2013B","558907","527106","84","1"
"DDD","2013B","1976350","547270","86","1"
"FFF","2013J","599857","717014","159","3"
"BBB","2013B","1930367","543212","124","1"
"DDD","2013J","409953","674265","228","1"
"GGG","2014B","614892","798832","108","3"
"DDD","2013J","575798","673519","21","1"
"FFF","2013B","559423","527197","82","1"
"DDD","2013J","2014252","674158","3","1"
"CCC","2014B","573558","730116","151","1"
"DDD","2014J","685191","813701","173","1"
"DDD","2013J","2520868","673537","12","1"
"FFF","2013J","603529","716318","45","1"
"CCC","2014J","649816","909087","23","137"
"CCC","2014B","624060","730059","11","1"
"DDD","2013B","517646","547953","41","2"
"FFF","2014B","319042","779653","109","1"
"FFF","2014B","606407","779668","65","1"
"CCC","2014J","680145","909013","42","1"
"DDD","2013J","565657","673533","151","1"
"FFF","2014J","505773","882558","141","9"
"DDD","2014B","623052","772705","65","8"
"BBB","2013J","396114","703737","9","4"
"BBB","2013J","591420","703943","5","6"
"FFF","2014J","654597","882592","94","12"
"GGG","2014J","513166","896943","164","1"
"BBB","2013B","541794","542807","225","5"
"BBB","2014B","546202","768338","-8","7"
"FFF","2013B","545080","526735","68","1"
"FFF","2013J","1515509","716222","86","1"
"FFF","2013J","608966","716216","45","7"
"DDD","2014B","379330","773127","67","2"
"DDD","2013J","2606871","674264","-12","2"
"DDD","2014B","621883","773456","143","1"
"CCC","2014B","2556060","729678","226","1"
"CCC","2014J","695232","909089","66","10"
"DDD","2014J","576885","813701","171","2"
"FFF","2014J","2065972","882622","220","10"
"FFF","2013B","1974271","526721","87","2"
"DDD","2014J","679777","813969","32","1"
"FFF","2013J","592631","716643","46","3"
"FFF","2014B","1398489","779335","2","1"
"CCC","2014B","622652","729677","126","2"
"FFF","2014B","242998","779089","51","2"
"FFF","2014J","2537777","882577","27","64"
"CCC","2014J","522257","909096","108","1"
"FFF","2014B","623433","779088","212","1"
"FFF","2014B","627595","779260","1","1"
"FFF","2014B","633292","779652","74","1"
"FFF","2014B","316327","779075","66","1"
"EEE","2014J","405125","832762","28","2"
"FFF","2014J","646357","882537","163","8"
"AAA","2013J","1640609","546876","120","3"
"DDD","2013J","598501","674433","178","2"
"EEE","2014B","633304","790934","45","1"
"FFF","2013B","416229","526804","221","2"
"FFF","2014B","2674773","779620","62","2"
"FFF","2013J","383517","716216","159","2"
"DDD","2013B","528846","547546","52","7"
"CCC","2014J","2026585","909013","140","6"
"GGG","2014J","643659","896982","8","1"
"BBB","2013B","92832","542891","46","1"
"FFF","2013J","2555225","716678","12","2"
"FFF","2014J","634088","882580","51","1"
"FFF","2014B","622701","779349","27","10"
"BBB","2013J","574212","703741","169","1"
"DDD","2013B","1906919","547545","200","21"
"CCC","2014J","253013","909088","229","2"
"GGG","2013J","604539","661572","158","3"
"FFF","2013J","609537","716219","183","6"
"GGG","2014J","690579","896961","198","10"
"FFF","2014B","1006742","779654","0","1"
"FFF","2013B","546925","527173","26","1"
"FFF","2013B","135075","527116","129","1"
"FFF","2014J","632836","882537","238","1"
"CCC","2014B","152962","730035","110","1"
"BBB","2014J","692474","926333","44","1"
"EEE","2014B","478791","790846","93","3"
"FFF","2014J","2537777","883025","107","1"
"FFF","2013J","557735","716246","171","1"
"FFF","2013J","898594","716640","0","1"
"FFF","2014B","630045","779720","-1","2"
"CCC","2014J","589634","909014","79","2"
"EEE","2013J","587906","551073","134","4"
"BBB","2014B","634286","768351","223","1"
"CCC","2014B","590877","730014","29","1"
"FFF","2013B","387174","526738","30","2"
"FFF","2014J","1962049","882638","174","6"
"GGG","2014J","505762","897151","135","1"
"FFF","2014J","649580","883075","14","1"
"FFF","2013J","577396","716239","43","5"
"DDD","2014J","693310","814093","-25","1"
"DDD","2013B","544284","547942","197","1"
"FFF","2013J","543953","716434","164","31"
"DDD","2014J","68417","813701","90","2"
"BBB","2014J","643208","913495","133","17"
"DDD","2013B","543202","547953","43","1"
"FFF","2013B","545909","526738","74","1"
"FFF","2014J","677111","882675","238","2"
"FFF","2014B","599740","779075","70","3"
"DDD","2014B","612625","772729","18","2"
"DDD","2014B","580912","772733","21","1"
"BBB","2013B","538221","542811","8","1"
"FFF","2013J","595868","716284","50","1"
"FFF","2014J","615342","882626","222","2"
"FFF","2013J","2191588","716358","-10","2"
"FFF","2013B","428142","527112","204","5"
"BBB","2013J","2532647","704228","40","1"
"CCC","2014J","616386","909020","2","7"
"FFF","2013B","530558","526820","4","3"
"EEE","2014B","618777","790904","114","2"
"CCC","2014B","596157","729671","210","7"
"FFF","2013B","550651","526738","28","1"
"FFF","2014J","590120","882975","93","1"
"FFF","2014B","618412","779259","6","3"
"FFF","2014J","2047575","882545","65","1"
"GGG","2013J","609912","661575","175","7"
"CCC","2014B","131145","730035","112","2"
"FFF","2014B","2561313","779429","87","1"
"FFF","2013B","530445","527112","209","77"
"EEE","2014J","644514","832566","120","3"
"FFF","2013B","534958","526735","4","2"
"DDD","2013B","371184","547916","37","1"
"FFF","2014J","593563","882660","91","6"
"FFF","2013J","490505","716638","61","3"
"FFF","2014J","652335","882545","147","1"
"EEE","2013J","594246","551131","94","1"
"AAA","2014J","623840","877039","51","1"
"BBB","2013B","516432","542811","26","1"
"FFF","2013J","2053381","716653","61","3"
"DDD","2014J","644956","813701","214","3"
"FFF","2014B","615439","779718","-18","1"
"BBB","2013B","494927","542864","73","1"
"BBB","2013B","409662","542864","37","1"
"DDD","2014B","2661162","772705","2","7"
"FFF","2014J","644025","882632","64","1"
"CCC","2014J","610681","909232","143","1"
"CCC","2014B","587621","729671","8","5"
"CCC","2014B","620368","729792","217","28"
"FFF","2013J","608827","716678","17","1"
"CCC","2014B","565399","729784","129","1"
"FFF","2014B","379042","779089","27","2"
"FFF","2014B","351181","779080","172","1"
"BBB","2013B","544859","542807","52","1"
"DDD","2013J","534093","673537","216","1"
"FFF","2014J","656734","882563","75","14"
"FFF","2013B","559155","526721","71","7"
"FFF","2013J","572125","716216","9","9"
"DDD","2013J","588352","673724","-14","1"
"BBB","2014J","573934","913468","41","3"
"BBB","2014J","2278390","942393","84","1"
"EEE","2014J","650145","832565","33","3"
"FFF","2014B","626778","779374","68","2"
"EEE","2013J","572396","551010","66","2"
"DDD","2013J","287783","674053","170","1"
"FFF","2013B","488968","527350","-3","2"
"AAA","2013J","365642","546668","49","6"
"BBB","2013J","2078768","703741","225","12"
"DDD","2013J","1507503","673519","213","6"
"GGG","2014J","683974","896943","11","6"
"DDD","2013J","2239650","674156","-18","1"
"GGG","2013J","597669","661613","192","2"
"FFF","2013B","307689","526745","131","6"
"AAA","2013J","1970390","546651","125","17"
"FFF","2014J","603931","882545","107","1"
"BBB","2014B","631384","768351","60","2"
"CCC","2014B","576780","729783","206","1"
"CCC","2014B","476937","730020","184","1"
"FFF","2013B","504157","526853","96","2"
"EEE","2013J","599479","551010","18","2"
"CCC","2014B","588274","729680","221","5"
"BBB","2013B","525501","542797","86","3"
"BBB","2014B","624514","768336","13","7"
"DDD","2013J","2477792","673729","119","1"
"FFF","2013J","1065824","716219","177","3"
"EEE","2014B","581257","790863","122","1"
"DDD","2013J","571451","673519","99","7"
"GGG","2014J","640505","896939","59","2"
"FFF","2014B","2532785","779368","135","2"
"DDD","2013J","543481","674180","227","3"
"EEE","2014J","587008","832565","3","1"
"FFF","2013J","598761","716956","193","1"
"DDD","2014J","625467","813701","181","1"
"CCC","2014J","478513","909077","53","1"
"DDD","2014J","654807","813708","91","1"
"DDD","2013B","2465876","547946","78","1"
"FFF","2013B","543010","526827","217","2"
"EEE","2014B","626296","790838","44","10"
"EEE","2014J","410592","832669","57","6"
"CCC","2014J","602288","909254","15","1"
"EEE","2013J","581234","551065","1","20"
"BBB","2013J","2680344","703732","138","5"
"EEE","2014J","643118","832741","197","2"
"FFF","2013J","594596","716636","126","1"
"GGG","2014B","616851","798618","72","8"
"FFF","2013J","2056416","716247","164","1"
"BBB","2014J","572395","913473","24","1"
"DDD","2013J","603803","673537","24","1"
"BBB","2013J","572508","703721","18","6"
"FFF","2014J","655412","882537","163","10"
"FFF","2014J","591746","883045","109","1"
"CCC","2014J","695732","909013","228","1"
"FFF","2013J","601808","716276","9","36"
"BBB","2014B","633499","768626","213","1"
"BBB","2014B","626386","768581","-8","1"
"EEE","2014B","625476","790740","-2","1"
"GGG","2014B","623903","798618","66","1"
"DDD","2014B","627367","773028","-3","1"
"FFF","2014J","2557008","882545","26","1"
"DDD","2014J","649078","813708","-15","8"
"FFF","2014J","684383","883063","39","1"
"DDD","2014B","613370","772987","214","3"
"EEE","2014B","605688","790821","129","22"
"AAA","2013J","277880","546666","57","3"
"FFF","2013J","133185","716440","8","1"
"EEE","2013J","610453","551010","159","7"
"FFF","2013J","504834","716275","16","1"
"CCC","2014B","261615","729779","61","20"
"DDD","2013B","2545113","547305","78","1"
"DDD","2014J","629703","813709","195","1"
"FFF","2014J","569034","883092","198","1"
"CCC","2014J","648854","909030","102","2"
"CCC","2014J","550393","909232","144","1"
"EEE","2014J","686110","832566","149","1"
"FFF","2014B","600388","779089","104","4"
"FFF","2014J","691465","882675","239","6"
"DDD","2013J","2204293","673536","216","6"
"BBB","2014B","634304","768376","31","2"
"BBB","2014B","581353","768341","76","1"
"FFF","2014J","604614","883037","141","7"
"BBB","2013J","479170","703721","221","2"
"FFF","2013J","580779","716238","34","1"
"FFF","2013B","542536","526801","46","6"
"DDD","2013B","535215","547303","-6","8"
"CCC","2014J","621605","909231","176","1"
"FFF","2013B","428932","527114","42","1"
"BBB","2013B","535152","542811","52","1"
"BBB","2013B","508537","542864","88","2"
"DDD","2013J","589723","673733","2","1"
"BBB","2014B","623911","768351","32","1"
"GGG","2014B","607547","798622","25","1"
"BBB","2013B","444926","542811","23","1"
"FFF","2013B","2553363","526742","154","2"
"FFF","2013J","206599","716653","24","1"
"FFF","2014B","634536","779260","217","1"
"DDD","2013J","606788","673519","160","2"
"EEE","2013J","602269","551035","167","4"
"BBB","2014B","630028","768664","17","1"
"FFF","2014B","54867","779675","1","1"
"FFF","2013B","1397662","527256","115","1"
"CCC","2014J","624156","909013","205","4"
"EEE","2013J","2564333","551033","95","2"
"FFF","2014J","623589","883233","-1","1"
"BBB","2014J","341611","913535","-5","2"
"FFF","2014B","592939","779671","51","1"
"DDD","2014J","653793","813704","22","1"
"FFF","2014B","108822","779261","60","11"
"AAA","2013J","376581","546883","221","2"
"FFF","2013J","130658","716216","73","3"
"DDD","2013J","542180","674153","78","1"
"FFF","2013B","530057","526819","47","1"
"FFF","2014J","1836241","882547","152","1"
"FFF","2013J","504076","716344","61","1"
"BBB","2014J","655342","913525","24","4"
"FFF","2014B","414258","779371","226","2"
"FFF","2013J","54882","716245","128","4"
"CCC","2014J","624789","909290","59","2"
"EEE","2014J","600766","832567","57","1"
"DDD","2013B","499246","547930","14","1"
"DDD","2013J","538863","673537","151","2"
"FFF","2014J","641914","882592","94","7"
"BBB","2013J","604200","703732","75","1"
"DDD","2014J","483149","814300","53","1"
"BBB","2013B","82741","542808","6","1"
"FFF","2013B","2445410","527507","25","1"
"AAA","2014J","569505","877135","125","1"
"FFF","2014J","549321","882926","130","1"
"DDD","2013B","121390","547546","59","13"
"FFF","2014B","584884","779075","26","18"
"FFF","2014B","625303","779623","49","2"
"FFF","2013J","335644","716238","132","1"
"AAA","2013J","2460080","546697","185","22"
"FFF","2013B","407371","526735","-17","1"
"FFF","2014J","654045","883075","148","1"
"CCC","2014B","537322","729793","134","3"
"EEE","2013J","2485655","551012","163","3"
"FFF","2014J","398550","883045","51","1"
"BBB","2013B","2635505","542808","2","10"
"CCC","2014J","598751","909327","19","2"
"CCC","2014J","632004","909347","116","1"
"GGG","2013J","387550","661702","92","1"
"EEE","2014B","562825","790808","11","3"
"BBB","2014J","687122","913473","237","2"
"FFF","2014B","603111","779440","134","1"
"CCC","2014B","485604","730050","13","1"
"FFF","2014B","611542","779089","66","1"
"AAA","2013J","262934","546702","71","2"
"DDD","2014J","632877","1016372","223","4"
"DDD","2014B","321810","773455","89","1"
"DDD","2013B","544839","547895","144","4"
"GGG","2013J","597669","661575","221","1"
"AAA","2013J","350188","546732","1","1"
"FFF","2013J","585230","716268","24","12"
"FFF","2013J","389208","716322","212","8"
"CCC","2014J","686411","909015","176","1"
"DDD","2014J","564000","813931","32","1"
"DDD","2013J","392626","673740","22","1"
"EEE","2014J","643457","832695","154","8"
"FFF","2014B","621696","779089","201","10"
"FFF","2013J","563787","716815","-14","1"
"FFF","2014B","313243","779335","5","1"
"FFF","2014B","315850","779374","140","2"
"BBB","2014J","365097","913661","195","1"
"CCC","2014J","675383","909013","191","1"
"CCC","2014J","650145","909260","25","1"
"CCC","2014J","648369","909293","240","1"
"DDD","2014J","649078","813962","-24","2"
"FFF","2014J","651881","883037","94","1"
"BBB","2014B","626555","768336","38","5"
"FFF","2014J","569876","882564","91","11"
"FFF","2014J","679594","882611","171","1"
"FFF","2013B","108330","527112","215","78"
"EEE","2014B","618824","790934","65","1"
"FFF","2013J","591735","716216","9","10"
"EEE","2014J","677189","832567","58","1"
"GGG","2013J","596301","661575","228","1"
"GGG","2014B","617886","798620","206","7"
"FFF","2014J","676265","882562","59","1"
"FFF","2014J","42552","883169","143","2"
"FFF","2014J","580834","882570","133","1"
"FFF","2014B","634155","779670","21","1"
"DDD","2013J","2677097","674017","-10","2"
"EEE","2014J","690586","832565","139","2"
"FFF","2014J","632458","882537","62","24"
"EEE","2014J","603108","832565","25","1"
"AAA","2013J","1970390","546645","17","2"
"FFF","2013J","594319","716327","106","27"
"FFF","2014J","372509","883092","50","1"
"DDD","2014B","628956","772705","66","2"
"FFF","2014J","649084","882537","10","7"
"GGG","2013J","610569","661609","150","6"
"DDD","2013B","159925","547850","82","1"
"EEE","2013J","567752","551073","132","26"
"DDD","2014B","610326","772733","25","1"
"FFF","2013B","531270","527231","-18","1"
"FFF","2013B","2060467","526738","-2","1"
"AAA","2013J","312537","546657","35","4"
"CCC","2014J","1076015","909238","22","1"
"FFF","2013J","291237","716320","102","1"
"EEE","2014J","691078","832565","130","7"
"FFF","2014J","648114","882547","38","2"
"FFF","2013B","507034","526751","64","1"
"DDD","2013B","555446","547545","200","11"
"CCC","2014B","187435","730007","182","1"
"FFF","2013J","262403","716238","39","1"
"BBB","2014J","650958","913502","89","1"
"AAA","2014J","2584873","877030","10","4"
"AAA","2014J","331358","877142","68","1"
"FFF","2014J","644303","882617","8","2"
"EEE","2014B","626516","790827","151","6"
"BBB","2014J","1118432","913473","134","1"
"BBB","2013J","574708","703721","0","3"
"DDD","2014J","611800","813701","36","9"
"GGG","2013J","597669","661575","200","1"
"AAA","2013J","144801","546732","19","3"
"CCC","2014J","418397","909098","201","12"
"CCC","2014B","631715","729671","110","3"
"EEE","2014J","647083","832669","44","4"
"DDD","2013J","508637","673981","9","2"
"CCC","2014B","425287","730057","33","2"
"FFF","2013B","543415","527122","151","1"
"FFF","2014B","27683","779668","122","3"
"FFF","2014J","537811","882551","138","2"
"FFF","2013B","529366","527177","53","1"
"FFF","2013J","585574","716238","46","5"
"BBB","2013B","365452","542797","74","5"
"EEE","2013J","612183","551037","228","1"
"FFF","2013J","573639","716650","10","1"
"AAA","2013J","2367155","546732","239","2"
"EEE","2014J","677900","832662","5","1"
"DDD","2013J","368436","673542","47","4"
"FFF","2014B","110529","779276","48","3"
"EEE","2014J","648369","832667","214","8"
"DDD","2014J","580458","924979","145","1"
"FFF","2013J","597293","716216","66","1"
"GGG","2013J","597114","661602","177","1"
"DDD","2013J","592382","673519","214","7"
"DDD","2013J","574938","673729","161","1"
"EEE","2013J","552795","551011","142","9"
"FFF","2014B","632991","779427","-13","1"
"FFF","2014B","632306","779643","198","1"
"EEE","2014J","233685","832565","157","4"
"FFF","2014B","256740","779628","70","1"
"DDD","2013J","552747","674450","165","1"
"FFF","2013B","533929","527106","77","1"
"EEE","2013J","611402","551012","231","9"
"CCC","2014J","685597","909095","65","1"
"EEE","2014B","366424","790845","125","7"
"DDD","2013J","574498","673537","2","1"
"DDD","2013B","418490","547929","103","1"
"FFF","2014J","683403","882554","146","1"
"FFF","2013B","1444520","526846","176","1"
"FFF","2014J","680443","882592","60","11"
"DDD","2013J","439855","673546","219","9"
"FFF","2013J","598706","716270","139","1"
"EEE","2014J","629101","973719","148","3"
"FFF","2014B","592422","779431","81","1"
"CCC","2014B","544594","729781","221","1"
"EEE","2014B","591398","790934","116","2"
"BBB","2014J","549775","913473","188","1"
"DDD","2014B","2692577","772997","70","1"
"FFF","2013J","2396381","716431","34","1"
"EEE","2013J","275162","551162","16","1"
"BBB","2014J","692609","913466","52","1"
"AAA","2013J","127582","546656","206","3"
"DDD","2013J","524575","673519","231","1"
"DDD","2013J","536979","673728","117","6"
"FFF","2014J","263862","882537","99","3"
"FFF","2013B","335242","526738","155","3"
"FFF","2014J","676866","882676","59","2"
"BBB","2013J","607398","703721","217","6"
"EEE","2013J","556109","551011","65","10"
"FFF","2014J","677748","882537","14","13"
"FFF","2013J","602516","716333","233","1"
"EEE","2014J","693235","832780","19","1"
"FFF","2013B","482275","527230","18","1"
"FFF","2013B","377244","527203","29","1"
"FFF","2013B","265855","526738","9","7"
"CCC","2014J","637070","909280","242","1"
"FFF","2013J","29335","716219","62","2"
"EEE","2014J","645170","832780","33","1"
"EEE","2014J","696325","832566","108","8"
"FFF","2013B","426074","527376","88","1"
"FFF","2013J","502249","716762","199","1"
"FFF","2014J","71159","882622","239","12"
"BBB","2013B","540184","542807","75","22"
"FFF","2013B","1562320","526825","-16","1"
"FFF","2013B","238901","527203","60","1"
"FFF","2013B","535662","527114","51","1"
"FFF","2014J","677155","882940","0","2"
"EEE","2013J","575166","551010","52","1"
"CCC","2014J","586781","909013","135","3"
"FFF","2014J","630905","882547","23","7"
"FFF","2014J","586906","883037","179","1"
"FFF","2014J","678859","882675","3","1"
"CCC","2014J","601388","909013","102","4"
"DDD","2014J","645551","814037","12","2"
"CCC","2014J","655108","909013","25","8"
"EEE","2014B","1663815","790732","42","1"
"DDD","2014J","635418","814281","4","1"
"FFF","2013B","2158399","527169","130","1"
"BBB","2014J","649189","913466","208","2"
"FFF","2013J","2614277","716262","-16","1"
"GGG","2013J","581062","661575","134","1"
"EEE","2014J","685804","832676","174","1"
"BBB","2014J","651089","913506","15","1"
"BBB","2013B","334794","543273","4","1"
"FFF","2013J","316098","716638","26","2"
"EEE","2014J","651850","832740","234","1"
"FFF","2014B","610771","779672","66","2"
"FFF","2014J","617580","883046","157","1"
"FFF","2014J","684183","882537","239","2"
"BBB","2014J","570275","957623","159","5"
"FFF","2013B","181508","527111","188","1"
"DDD","2013J","530967","674054","201","1"
"CCC","2014B","151549","729671","41","2"
"FFF","2014B","339728","779437","19","1"
"FFF","2013J","254446","716322","44","2"
"EEE","2014J","678026","832674","126","3"
"EEE","2013J","1861793","551035","169","2"
"FFF","2014B","602862","779089","-3","11"
"CCC","2014J","682961","909246","92","3"
"FFF","2013B","494443","527109","128","6"
"BBB","2013B","82741","543253","85","3"
"FFF","2014J","654834","882581","212","1"
"FFF","2014J","625330","882674","3","1"
"CCC","2014J","611417","909030","101","8"
"BBB","2014J","601983","926333","51","1"
"FFF","2014B","2554552","779259","77","1"
"EEE","2014B","27780","790934","102","1"
"BBB","2014B","568042","768536","-3","1"
"CCC","2014J","586088","909015","188","1"
"DDD","2014J","600033","813708","136","8"
"BBB","2014J","2216682","913468","-5","2"
"BBB","2013B","519800","542811","13","6"
"EEE","2014B","604789","790863","151","7"
"FFF","2014J","2143312","883087","135","1"
"BBB","2014J","694706","913473","108","4"
"FFF","2013J","2454653","716252","44","20"
"GGG","2014B","612621","798618","83","3"
"DDD","2014J","572156","924982","47","1"
"FFF","2013J","561929","716247","90","2"
"GGG","2014B","366371","798797","17","3"
"FFF","2013J","2374002","716216","153","3"
"DDD","2013B","539622","547303","78","15"
"FFF","2014J","2096251","883058","201","2"
"CCC","2014J","654915","909088","239","2"
"FFF","2014J","335095","883041","13","1"
"EEE","2013J","602233","551012","158","16"
"BBB","2014B","621301","768348","148","11"
"GGG","2013J","591804","661575","140","1"
"EEE","2013J","598028","551010","116","7"
"BBB","2013B","384678","543055","56","1"
"DDD","2014J","313561","814279","144","6"
"EEE","2014J","610672","832713","256","1"
"GGG","2014J","691371","896939","228","1"
"DDD","2013B","536926","547903","115","2"
"FFF","2014B","629693","779615","128","1"
"CCC","2014J","503610","909018","139","1"
"FFF","2013J","585305","716651","169","1"
"FFF","2014J","647339","882549","-7","3"
"BBB","2013J","508079","703947","23","1"
"DDD","2014J","1879751","813702","219","2"
"DDD","2014J","602029","814300","217","1"
"DDD","2014J","508872","813931","30","1"
"FFF","2013B","550435","527169","221","1"
"BBB","2014B","624406","768620","51","1"
"DDD","2014J","387359","813708","207","2"
"FFF","2013B","1742834","527162","23","3"
"DDD","2013J","595495","674207","-10","1"
"EEE","2013J","545740","551012","70","1"
"FFF","2013J","235978","716660","103","1"
"DDD","2014J","648898","813708","193","7"
"FFF","2013J","560703","716318","7","1"
"FFF","2013B","340496","526735","5","1"
"DDD","2013J","581138","673537","8","4"
"FFF","2013J","573224","716318","6","1"
"AAA","2013J","187100","546696","219","1"
"DDD","2013J","585098","673740","16","1"
"DDD","2013B","503120","547272","221","1"
"CCC","2014J","645334","909243","-18","1"
"FFF","2013J","316098","716791","108","1"
"DDD","2013B","558308","547271","19","2"
"BBB","2013J","612210","703953","114","1"
"BBB","2013B","444926","542864","91","3"
"FFF","2014J","619502","882608","240","2"
"EEE","2013J","419223","551162","19","3"
"CCC","2014J","686957","909232","17","3"
"FFF","2013J","604766","716216","200","2"
"DDD","2013J","602783","673729","155","11"
"FFF","2013B","337189","526721","87","2"
"DDD","2013B","513687","547272","41","2"
"FFF","2014J","397671","882946","163","1"
"BBB","2013J","601251","703732","3","23"
"DDD","2013B","529078","547542","81","1"
"DDD","2013B","517646","547303","136","7"
"DDD","2013J","594414","673519","153","1"
"GGG","2013J","519091","661602","216","2"
"FFF","2013J","602669","716252","212","1"
"DDD","2014B","84576","773187","0","2"
"CCC","2014J","611255","909020","96","1"
"EEE","2014J","657226","973719","153","1"
"EEE","2014J","651995","832665","59","4"
"CCC","2014B","42638","729678","64","1"
"DDD","2013J","588540","673537","23","1"
"EEE","2014B","634862","790837","51","5"
"CCC","2014J","630905","909088","172","1"
"FFF","2014B","606977","779620","108","2"
"FFF","2013J","576433","716216","195","1"
"BBB","2014B","614212","768348","1","1"
"FFF","2014B","378809","779634","179","3"
"DDD","2013B","395757","547310","125","1"
"BBB","2014J","568749","913487","64","3"
"BBB","2013B","541232","542807","59","4"
"FFF","2014J","381257","882673","137","32"
"FFF","2013J","587451","716219","224","1"
"EEE","2013J","468902","551170","15","2"
"DDD","2013B","557850","547303","23","1"
"BBB","2014B","1525567","768348","90","4"
"BBB","2014J","653702","913689","166","1"
"BBB","2013J","609764","704224","-3","7"
"FFF","2013J","558090","716238","42","3"
"DDD","2014J","696415","813701","18","1"
"FFF","2014J","381257","882545","254","1"
"BBB","2013B","537905","543055","86","2"
"FFF","2013J","2299682","716261","4","1"
"CCC","2014B","554951","729785","208","3"
"DDD","2013J","1522631","674433","58","3"
"DDD","2013J","407374","673537","231","1"
"FFF","2014J","679227","882537","-2","2"
"FFF","2013J","587435","716660","21","1"
"CCC","2014B","588274","729781","220","17"
"DDD","2013J","439568","673519","108","4"
"FFF","2014J","483037","882676","63","3"
"FFF","2014B","617010","779076","44","4"
"DDD","2014J","594033","813708","4","5"
"FFF","2014J","642449","882537","52","2"
"FFF","2013J","2633052","716440","86","1"
"FFF","2013B","150763","526738","100","3"
"FFF","2014B","634139","779075","226","2"
"CCC","2014J","336014","909013","119","1"
"GGG","2013J","604980","661575","94","2"
"FFF","2013B","534750","527507","8","1"
"FFF","2013B","546464","526737","35","2"
"FFF","2014J","652064","882551","131","2"
"AAA","2013J","2694424","546644","241","5"
"DDD","2013J","485594","674043","190","2"
"EEE","2013J","539695","551161","33","3"
"GGG","2014J","2456431","896943","80","2"
"DDD","2014J","624891","813706","40","1"
"BBB","2014B","358054","768397","5","3"
"BBB","2013J","602826","703721","2","7"
"DDD","2014B","51030","773341","211","1"
"CCC","2014J","675111","909332","130","2"
"BBB","2013B","271036","542807","225","8"
"EEE","2013J","113698","551010","21","2"
"EEE","2013J","551017","551073","160","7"
"CCC","2014J","306202","909305","-12","1"
"BBB","2013J","48040","703721","178","2"
"AAA","2013J","102806","546644","199","4"
"DDD","2014J","2290604","813958","56","1"
"EEE","2013J","593924","551012","234","26"
"FFF","2014B","634155","779281","165","2"
"FFF","2014J","693497","882974","12","2"
"EEE","2014B","581269","790853","21","6"
"CCC","2014B","426616","729789","179","1"
"CCC","2014J","605468","909285","32","1"
"CCC","2014B","572303","730017","99","1"
"DDD","2013B","556295","547303","13","1"
"EEE","2014J","695094","832662","37","2"
"FFF","2013B","559785","526737","140","6"
"DDD","2013J","2477052","673519","225","4"
"DDD","2013B","86047","547539","148","17"
"BBB","2014B","629891","768351","227","3"
"FFF","2014J","598540","882547","18","15"
"DDD","2013J","609031","673524","223","2"
"FFF","2014J","644974","882654","-2","2"
"CCC","2014J","2179304","909015","36","1"
"AAA","2014J","287204","877030","123","7"
"DDD","2014J","442549","813956","12","2"
"AAA","2014J","228021","877032","101","3"
"FFF","2014J","684311","882596","135","2"
"AAA","2013J","2532302","546691","202","1"
"DDD","2014B","611377","772729","17","6"
"BBB","2014B","608407","768517","88","1"
"FFF","2014J","651498","882622","215","8"
"FFF","2014J","648531","882609","-1","1"
"BBB","2013B","437562","543088","13","3"
"BBB","2013B","560319","542811","16","1"
"GGG","2013J","551389","661575","217","4"
"EEE","2014J","332945","832565","47","3"
"BBB","2014B","233102","768338","2","1"
"BBB","2014B","159293","768346","88","1"
"FFF","2013B","80745","527261","164","1"
"CCC","2014J","613370","909090","221","49"
"FFF","2014B","2569942","779407","116","1"
"FFF","2014J","646015","882537","16","1"
"FFF","2014J","648470","882674","50","1"
"DDD","2013J","80868","673731","193","2"
"AAA","2014J","228383","877086","173","6"
"BBB","2014B","1732219","768351","184","2"
"FFF","2014J","119865","883037","187","1"
"BBB","2013J","233317","704214","153","1"
"BBB","2013B","2288607","542810","92","1"
"EEE","2013J","560734","551162","16","5"
"FFF","2014B","367898","779349","198","1"
"FFF","2014J","687073","882971","87","1"
"DDD","2014B","626679","772729","41","4"
"FFF","2013J","898594","716222","34","9"
